,Year,LocationAbbr,Location,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,GeoLocation,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
882324,2019,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for substantial health benefits among adults aged >= 18 years,%,Age-adjusted Prevalence,30.6,,,29.0,32.2,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,NPAW,NPAW11_1,AGEADJPREV,RACE,HIS
882325,2012,PR,Puerto Rico,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,Crude Prevalence,15.4,,,10.7,21.8,Gender,Male,POINT (-66.590149 18.220833),72,DIA,DIA13_1,CRDPREV,GENDER,GENM
882336,2011,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Taking medicine for high blood pressure control among adults aged >= 18 years with high blood pressure,%,Crude Prevalence,75.3,,,73.1,77.4,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,CVD,CVD7_0,CRDPREV,RACE,HIS
882344,2017,PR,Puerto Rico,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,Crude Prevalence,18.8,,,14.2,24.4,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,DIA,DIA13_1,CRDPREV,RACE,HIS
882346,2013,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 18 with diagnosed chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,39.5,,,32.1,47.3,Gender,Female,POINT (-66.590149 18.220833),72,COPD,COPD4_0,AGEADJPREV,GENDER,GENF
882349,2011,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,%,Crude Prevalence,3.1,,,2.6,3.6,Overall,Overall,POINT (-66.590149 18.220833),72,COPD,COPD2_0,CRDPREV,OVERALL,OVR
882351,2017,PR,Puerto Rico,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,Crude Prevalence,22.8,,,15.2,32.8,Gender,Male,POINT (-66.590149 18.220833),72,DIA,DIA13_1,CRDPREV,GENDER,GENM
882352,2014,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,%,Age-adjusted Prevalence,11.6,,,6.7,19.4,Gender,Female,POINT (-66.590149 18.220833),72,CVD,CVD10_1,AGEADJPREV,GENDER,GENF
882358,2015,PR,Puerto Rico,BRFSS,Arthritis,Work limitation due to arthritis among adults aged 18-64 years who have doctor-diagnosed arthritis,%,Age-adjusted Prevalence,55.7,,,48.6,62.6,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,ART,ART2_3,AGEADJPREV,RACE,HIS
882359,2013,PR,Puerto Rico,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,Age-adjusted Prevalence,8.0,,,6.9,9.4,Gender,Female,POINT (-66.590149 18.220833),72,ALC,ALC2_2,AGEADJPREV,GENDER,GENF
882364,2012,PR,Puerto Rico,BRFSS,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,35.6,,,29.5,42.1,Overall,Overall,POINT (-66.590149 18.220833),72,DIA,DIA5_0,AGEADJPREV,OVERALL,OVR
882367,2019,PR,Puerto Rico,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,%,Crude Prevalence,3.1,,,2.5,4.0,Gender,Female,POINT (-66.590149 18.220833),72,ALC,ALC5_1,CRDPREV,GENDER,GENF
882368,2013,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 45 years,%,Crude Prevalence,5.2,,,4.4,6.1,Overall,Overall,POINT (-66.590149 18.220833),72,COPD,COPD2_0_1,CRDPREV,OVERALL,OVR
882378,2014,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 18 with diagnosed chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,32.1,,,24.7,40.5,Gender,Female,POINT (-66.590149 18.220833),72,COPD,COPD4_0,AGEADJPREV,GENDER,GENF
882386,2011,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,%,Crude Prevalence,14.9,,,9.9,22.0,Gender,Female,POINT (-66.590149 18.220833),72,CVD,CVD10_1,CRDPREV,GENDER,GENF
882390,2018,PR,Puerto Rico,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Crude Prevalence,69.5,,,67.8,71.1,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,ORH,ORH1_1,CRDPREV,RACE,HIS
882392,2018,PR,Puerto Rico,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,58.6,,,48.4,68.1,Gender,Male,POINT (-66.590149 18.220833),72,DIA,DIA7_0,AGEADJPREV,GENDER,GENM
882399,2016,PR,Puerto Rico,BRFSS,Cancer,Recent Papanicolaou smear use among women aged 21-44 years,%,Crude Prevalence,76.3,,,72.5,79.7,Overall,Overall,POINT (-66.590149 18.220833),72,CAN,CAN2_2,CRDPREV,OVERALL,OVR
882401,2018,PR,Puerto Rico,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,Crude Prevalence,21.2,,,18.8,23.8,Gender,Male,POINT (-66.590149 18.220833),72,ALC,ALC2_2,CRDPREV,GENDER,GENM
882402,2018,PR,Puerto Rico,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,Age-adjusted Prevalence,5.8,,,3.6,9.2,Gender,Male,POINT (-66.590149 18.220833),72,DIA,DIA13_1,AGEADJPREV,GENDER,GENM
882410,2014,PR,Puerto Rico,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have heart disease,%,Crude Prevalence,59.3,,,53.6,64.7,Gender,Female,POINT (-66.590149 18.220833),72,ART,ART1_4,CRDPREV,GENDER,GENF
882418,2013,PR,Puerto Rico,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Crude Prevalence,25.8,,,21.1,31.1,Gender,Female,POINT (-66.590149 18.220833),72,DIA,DIA12_2,CRDPREV,GENDER,GENF
882422,2013,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,%,Age-adjusted Prevalence,38.3,,,27.5,50.4,Gender,Male,POINT (-66.590149 18.220833),72,CVD,CVD10_2,AGEADJPREV,GENDER,GENM
882429,2015,PR,Puerto Rico,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,%,Age-adjusted Prevalence,4.9,,,4.1,5.8,Overall,Overall,POINT (-66.590149 18.220833),72,ALC,ALC5_1,AGEADJPREV,OVERALL,OVR
882430,2012,PR,Puerto Rico,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,%,Age-adjusted Prevalence,29.1,,,25.6,32.8,Overall,Overall,POINT (-66.590149 18.220833),72,ART,ART1_3,AGEADJPREV,OVERALL,OVR
882435,2012,PR,Puerto Rico,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,Crude Prevalence,14.1,,,13.1,15.3,Overall,Overall,POINT (-66.590149 18.220833),72,ALC,ALC2_2,CRDPREV,OVERALL,OVR
882439,2019,PR,Puerto Rico,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,56.5,,,44.3,67.9,Gender,Male,POINT (-66.590149 18.220833),72,DIA,DIA11_1,AGEADJPREV,GENDER,GENM
882441,2013,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,%,Crude Prevalence,13.0,,,11.7,14.5,Gender,Female,POINT (-66.590149 18.220833),72,NPAW,NPAW11_3,CRDPREV,GENDER,GENF
882442,2016,PR,Puerto Rico,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,62.1,,,56.9,66.9,Gender,Female,POINT (-66.590149 18.220833),72,DIA,DIA7_0,CRDPREV,GENDER,GENF
882443,2016,PR,Puerto Rico,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Age-adjusted Prevalence,32.2,,,27.3,37.5,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,DIA,DIA13_2,AGEADJPREV,RACE,HIS
882446,2013,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,7.3,,,4.3,12.1,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,COPD,COPD3_0,AGEADJPREV,RACE,HIS
882447,2012,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 18 with diagnosed chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,46.8,,,38.6,55.1,Overall,Overall,POINT (-66.590149 18.220833),72,COPD,COPD4_0,AGEADJPREV,OVERALL,OVR
882448,2014,PR,Puerto Rico,BRFSS,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,52.0,,,43.1,60.8,Overall,Overall,POINT (-66.590149 18.220833),72,DIA,DIA5_0,AGEADJPREV,OVERALL,OVR
882463,2015,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,58.6,,,44.2,71.8,Gender,Male,POINT (-66.590149 18.220833),72,COPD,COPD4_0_1,AGEADJPREV,GENDER,GENM
882465,2015,PR,Puerto Rico,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,Crude Prevalence,13.5,,,7.8,22.6,Gender,Male,POINT (-66.590149 18.220833),72,AST,AST6_1,CRDPREV,GENDER,GENM
882468,2019,PR,Puerto Rico,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,%,Crude Prevalence,10.6,,,9.6,11.5,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,AST,AST1_1,CRDPREV,RACE,HIS
882471,2011,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Awareness of high blood pressure among adults aged >= 18 years,%,Age-adjusted Prevalence,37.0,,,35.7,38.3,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,CVD,CVD6_1,AGEADJPREV,RACE,HIS
882472,2015,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,Crude Prevalence,41.6,,,34.1,49.5,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,COPD,COPD7_0,CRDPREV,RACE,HIS
882474,2014,PR,Puerto Rico,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,Crude Prevalence,16.4,,,15.1,17.8,Gender,Female,POINT (-66.590149 18.220833),72,DIA,DIA2_1,CRDPREV,GENDER,GENF
882483,2016,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,%,Age-adjusted Prevalence,18.2,,,13.3,24.3,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,CVD,CVD9_1,AGEADJPREV,RACE,HIS
882494,2012,PR,Puerto Rico,BRFSS,Diabetes,Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,68.8,,,58.4,77.6,Gender,Male,POINT (-66.590149 18.220833),72,DIA,DIA8_0,AGEADJPREV,GENDER,GENM
882495,2013,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,%,Crude Prevalence,18.4,,,13.1,25.3,Gender,Female,POINT (-66.590149 18.220833),72,CVD,CVD10_1,CRDPREV,GENDER,GENF
882503,2019,PR,Puerto Rico,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,Crude Prevalence,14.5,,,9.6,21.3,Gender,Male,POINT (-66.590149 18.220833),72,DIA,DIA13_1,CRDPREV,GENDER,GENM
882506,2019,PR,Puerto Rico,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,%,Crude Prevalence,17.0,,,13.4,21.4,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,DIA,DIA13_1,CRDPREV,RACE,HIS
882507,2013,PR,Puerto Rico,BRFSS,Arthritis,Severe joint pain due to arthritis among adults aged >= 18 years who have doctor-diagnosed arthritis,%,Crude Prevalence,56.0,,,53.0,58.9,Overall,Overall,POINT (-66.590149 18.220833),72,ART,ART2_2,CRDPREV,OVERALL,OVR
882511,2013,PR,Puerto Rico,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,%,Crude Prevalence,77.7,,,74.1,81.0,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,DIA,DIA11_2,CRDPREV,RACE,HIS
882512,2011,PR,Puerto Rico,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,%,Age-adjusted Prevalence,24.6,,,23.3,26.0,Gender,Female,POINT (-66.590149 18.220833),72,ART,ART1_1,AGEADJPREV,GENDER,GENF
882513,2015,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for substantial health benefits among adults aged >= 18 years,%,Age-adjusted Prevalence,37.7,,,35.1,40.5,Gender,Male,POINT (-66.590149 18.220833),72,NPAW,NPAW11_1,AGEADJPREV,GENDER,GENM
882514,2016,PR,Puerto Rico,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,%,Crude Prevalence,5.0,,,3.7,6.6,Overall,Overall,POINT (-66.590149 18.220833),72,ALC,ALC5_2,CRDPREV,OVERALL,OVR
882518,2012,PR,Puerto Rico,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Crude Prevalence,19.8,,,17.7,22.1,Overall,Overall,POINT (-66.590149 18.220833),72,ORH,ORH4_1,CRDPREV,OVERALL,OVR
882520,2011,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,13.8,,,8.8,21.0,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,COPD,COPD3_0,AGEADJPREV,RACE,HIS
882522,2017,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,%,Crude Prevalence,39.4,,,31.1,48.4,Overall,Overall,POINT (-66.590149 18.220833),72,CVD,CVD9_2,CRDPREV,OVERALL,OVR
882523,2013,PR,Puerto Rico,BRFSS,Arthritis,Work limitation due to arthritis among adults aged 18-64 years who have doctor-diagnosed arthritis,%,Crude Prevalence,52.3,,,47.4,57.2,Gender,Female,POINT (-66.590149 18.220833),72,ART,ART2_3,CRDPREV,GENDER,GENF
882528,2016,PR,Puerto Rico,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,25.1,,,19.3,31.8,Overall,Overall,POINT (-66.590149 18.220833),72,DIA,DIA11_3,AGEADJPREV,OVERALL,OVR
882530,2011,PR,Puerto Rico,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,Age-adjusted Prevalence,23.6,,,21.5,25.7,Gender,Male,POINT (-66.590149 18.220833),72,ALC,ALC2_2,AGEADJPREV,GENDER,GENM
882532,2016,PR,Puerto Rico,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,Crude Prevalence,18.1,,,15.9,20.7,Gender,Male,POINT (-66.590149 18.220833),72,ALC,ALC2_2,CRDPREV,GENDER,GENM
882546,2019,PR,Puerto Rico,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.5,,,3.3,3.8,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,MTH,MTH1_0,AGEADJMEAN,RACE,HIS
882547,2012,PR,Puerto Rico,BRFSS,Arthritis,Physical inactivity among adults aged >= 18 years with arthritis,%,Age-adjusted Prevalence,49.6,,,44.1,55.0,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,ART,ART3_0,AGEADJPREV,RACE,HIS
882564,2016,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease,%,Age-adjusted Prevalence,36.4,,,29.8,43.6,Overall,Overall,POINT (-66.590149 18.220833),72,CVD,CVD10_2,AGEADJPREV,OVERALL,OVR
882574,2019,PR,Puerto Rico,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,Age-adjusted Prevalence,14.1,,,12.9,15.5,Overall,Overall,POINT (-66.590149 18.220833),72,ALC,ALC2_2,AGEADJPREV,OVERALL,OVR
882580,2019,PR,Puerto Rico,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,65.7,,,57.7,73.0,Overall,Overall,POINT (-66.590149 18.220833),72,DIA,DIA11_2,AGEADJPREV,OVERALL,OVR
882588,2013,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines for additional and more extensive health benefits among adults aged >= 18 years,%,Age-adjusted Prevalence,16.6,,,15.4,18.0,Overall,Overall,POINT (-66.590149 18.220833),72,NPAW,NPAW11_3,AGEADJPREV,OVERALL,OVR
882589,2013,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,33.7,,,22.4,47.3,Gender,Male,POINT (-66.590149 18.220833),72,COPD,COPD7_0,AGEADJPREV,GENDER,GENM
882590,2017,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,25.8,,,18.5,34.7,Gender,Female,POINT (-66.590149 18.220833),72,COPD,COPD8_0,AGEADJPREV,GENDER,GENF
882595,2011,PR,Puerto Rico,BRFSS,Alcohol,Binge drinking intensity among adults aged >= 18 years who binge drink,Number,Mean,8.1,,,7.8,8.5,Overall,Overall,POINT (-66.590149 18.220833),72,ALC,ALC4_0,MEAN,OVERALL,OVR
882596,2012,PR,Puerto Rico,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,Number,Age-adjusted Mean,4.7,,,4.1,5.2,Gender,Male,POINT (-66.590149 18.220833),72,ALC,ALC3_0,AGEADJMEAN,GENDER,GENM
882599,2018,PR,Puerto Rico,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,Crude Prevalence,16.1,,,14.6,17.7,Gender,Female,POINT (-66.590149 18.220833),72,DIA,DIA2_1,CRDPREV,GENDER,GENF
882603,2012,PR,Puerto Rico,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Crude Prevalence,24.6,,,20.8,28.8,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,DIA,DIA13_2,CRDPREV,RACE,HIS
882606,2016,PR,Puerto Rico,BRFSS,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,%,Crude Prevalence,3.6,,,3.0,4.3,Overall,Overall,POINT (-66.590149 18.220833),72,CKD,CKD3_0,CRDPREV,OVERALL,OVR
882610,2015,PR,Puerto Rico,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,Number,Age-adjusted Mean,2.8,,,2.4,3.1,Gender,Female,POINT (-66.590149 18.220833),72,ALC,ALC3_0,AGEADJMEAN,GENDER,GENF
882615,2013,PR,Puerto Rico,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,%,Crude Prevalence,55.8,,,51.0,60.5,Gender,Female,POINT (-66.590149 18.220833),72,ART,ART1_3,CRDPREV,GENDER,GENF
882621,2011,PR,Puerto Rico,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,%,Crude Prevalence,72.6,,,70.0,75.1,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,ART,ART4_0,CRDPREV,RACE,HIS
882622,2012,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,28.3,,,27.0,29.7,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,NPAW,NPAW1_1,AGEADJPREV,RACE,HIS
882627,2014,PR,Puerto Rico,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,%,Crude Prevalence,22.3,,,18.5,26.6,Gender,Male,POINT (-66.590149 18.220833),72,ART,ART1_2,CRDPREV,GENDER,GENM
882632,2017,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,70.5,,,67.5,73.3,Gender,Male,POINT (-66.590149 18.220833),72,NPAW,NPAW2_1,AGEADJPREV,GENDER,GENM
882638,2012,PR,Puerto Rico,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,20.1,,,16.6,24.0,Gender,Male,POINT (-66.590149 18.220833),72,ORH,ORH4_1,AGEADJPREV,GENDER,GENM
882640,2015,PR,Puerto Rico,BRFSS,Alcohol,Binge drinking prevalence among women aged 18-44 years,%,Crude Prevalence,10.8,,,9.0,13.1,Overall,Overall,POINT (-66.590149 18.220833),72,ALC,ALC2_3,CRDPREV,OVERALL,OVR
882642,2019,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Taking medicine for high blood pressure control among adults aged >= 18 years with high blood pressure,%,Crude Prevalence,84.0,,,82.0,85.9,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,CVD,CVD7_0,CRDPREV,RACE,HIS
882643,2019,PR,Puerto Rico,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,%,Age-adjusted Prevalence,23.8,,,20.8,27.2,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,ART,ART1_3,AGEADJPREV,RACE,HIS
882646,2019,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Awareness of high blood pressure among adults aged >= 18 years,%,Age-adjusted Prevalence,36.7,,,35.3,38.2,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,CVD,CVD6_1,AGEADJPREV,RACE,HIS
882649,2012,PR,Puerto Rico,BRFSS,Alcohol,Binge drinking intensity among adults aged >= 18 years who binge drink,Number,Age-adjusted Mean,7.5,,,7.2,7.9,Overall,Overall,POINT (-66.590149 18.220833),72,ALC,ALC4_0,AGEADJMEAN,OVERALL,OVR
882650,2015,PR,Puerto Rico,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,Number,Mean,4.5,,,3.9,5.1,Gender,Male,POINT (-66.590149 18.220833),72,ALC,ALC3_0,MEAN,GENDER,GENM
882655,2011,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,%,Age-adjusted Prevalence,31.1,,,26.4,36.2,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,CVD,CVD9_2,AGEADJPREV,RACE,HIS
882658,2014,PR,Puerto Rico,BRFSS,Cancer,Mammography use among women aged 50-74 years,%,Age-adjusted Prevalence,82.2,,,79.7,84.5,Overall,Overall,POINT (-66.590149 18.220833),72,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR
882662,2015,PR,Puerto Rico,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,%,Age-adjusted Prevalence,29.0,,,26.3,32.0,Gender,Female,POINT (-66.590149 18.220833),72,ART,ART1_2,AGEADJPREV,GENDER,GENF
882664,2013,PR,Puerto Rico,BRFSS,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,%,Age-adjusted Prevalence,2.6,,,2.2,3.2,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,CKD,CKD3_0,AGEADJPREV,RACE,HIS
882666,2011,PR,Puerto Rico,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,%,Age-adjusted Prevalence,23.8,,,21.9,25.7,Overall,Overall,POINT (-66.590149 18.220833),72,ART,ART1_2,AGEADJPREV,OVERALL,OVR
882669,2014,PR,Puerto Rico,BRFSS,Cancer,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted Prevalence,50.8,,,48.5,53.2,Overall,Overall,POINT (-66.590149 18.220833),72,CAN,CAN3_0,AGEADJPREV,OVERALL,OVR
882676,2015,PR,Puerto Rico,BRFSS,Arthritis,Activity limitation due to arthritis among adults aged >= 18 years who have doctor-diagnosed arthritis,%,Crude Prevalence,57.0,,,54.0,60.0,Overall,Overall,POINT (-66.590149 18.220833),72,ART,ART2_1,CRDPREV,OVERALL,OVR
882679,2017,PR,Puerto Rico,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Age-adjusted Prevalence,23.0,,,21.4,24.7,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,IMM,IMM1_0,AGEADJPREV,RACE,HIS
882680,2017,PR,Puerto Rico,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,Number,Age-adjusted Mean,3.6,,,3.1,4.2,Gender,Female,POINT (-66.590149 18.220833),72,ALC,ALC3_0,AGEADJMEAN,GENDER,GENF
882686,2012,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,%,Crude Prevalence,3.5,,,3.0,4.1,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),72,COPD,COPD2_0,CRDPREV,RACE,HIS
882688,2016,PR,Puerto Rico,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,45.3,,,35.3,55.8,Gender,Male,POINT (-66.590149 18.220833),72,DIA,DIA7_0,AGEADJPREV,GENDER,GENM
882690,2011,PR,Puerto Rico,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,0.8,###,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.3,1.7,Race/Ethnicity,"White, non-Hispanic",POINT (-66.590149 18.220833),72,NPAW,NPAW4_2,MEDIAN,RACE,WHT
882691,2011,PR,Puerto Rico,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 45 years,%,Age-adjusted Prevalence,3.6,,,3.1,4.3,Overall,Overall,POINT (-66.590149 18.220833),72,COPD,COPD2_0_1,AGEADJPREV,OVERALL,OVR
